# gsimlt_path=b1,smlt_path=b1,imt=PGA,investigation_time=475.0
lon,lat,iml
-76.9317,-12.5697,0.0250745
-76.9217,13.3847,0.0247252
-76.9193,-13.5679,0.0257188
-76.9058,-14.5662,0.0265527
-76.8913,-15.5644,0.0275724
-76.8757,-16.5627,0.0287872
-76.8589,-17.5609,0.0302795
-76.841,-18.5592,0.0321304
-76.8219,-19.5574,0.0344721
-76.8017,-20.5557,0.0375666
-76.7801,-21.5539,0.04113
-76.7573,-22.5521,0.0456735
-76.7332,-23.5504,0.0519681
-76.7077,-24.5486,0.0597483
-76.6808,-25.5469,0.0717614
-76.6524,-26.5451,0.0904632
-76.6225,-27.5434,0.119749
-76.5911,-28.5416,0.166708
-76.5579,-29.5399,0.241205
-76.5231,-30.5381,0.332089
-76.4865,-31.5364,0.352678
-76.4479,-32.5346,0.274608
-76.4075,-33.5329,0.180823
-76.365,-34.5311,0.121223
-76.3203,-35.5294,0.0855063
-76.2734,-36.5276,0.0638141
-76.2241,-37.5259,0.00802137
-76.0069,0.407533,0.022951
-76.0068,-0.590714,0.0229709
-76.0058,1.40578,0.0229371
-76.0055,-1.58896,0.0230144
-76.0035,2.40403,0.0229332
-76.0029,-2.58721,0.0231
-76,3.40227,0.0229401
-75.9992,-3.58546,0.0232891
-75.9952,4.40052,0.0229635
-75.9942,-4.5837,0.0237384
-75.9892,5.39877,0.0230115
-75.988,-5.58195,0.0247462
-75.982,6.39701,0.0231007
-75.9805,-6.5802,0.0263224
-75.9735,7.39526,0.0232396
-75.9718,-7.57844,0.0274981
-75.9638,8.39351,0.0234416
-75.9619,-8.57669,0.0274102
-75.9528,9.39176,0.0237218
-75.9506,-9.57494,0.0264124
-75.9405,10.39,0.0241103
-75.9381,-10.5732,0.0256773
-75.9268,11.3882,0.0246246
-75.9242,-11.5714,0.0256828
-75.9119,12.3865,0.0252954
-75.909,-12.5697,0.0262382
-75.8955,13.3847,0.0259231
-75.8924,-13.5679,0.0272247
-75.8778,14.383,0.00875572
-75.8744,-14.5662,0.0285009
-75.855,-15.5644,0.0301617
-75.8342,-16.5627,0.0323033
-75.8119,-17.5609,0.0351271
-75.788,-18.5592,0.0388419
-75.7626,-19.5574,0.0433917
-75.7356,-20.5557,0.0496678
-75.7069,-21.5539,0.0581329
-75.6765,-22.5521,0.0709607
-75.6443,-23.5504,0.0925227
-75.6103,-24.5486,0.127956
-75.5744,-25.5469,0.187664
-75.5366,-26.5451,0.278417
-75.4967,-27.5434,0.331869
-75.4547,-28.5416,0.268983
-75.4106,-29.5399,0.172777
-75.3641,-30.5381,0.111844
-75.3153,-31.5364,0.0768266
-75.2639,-32.5346,0.0573951
-75.21,-33.5329,0.0457681
-75.1533,-34.5311,0.0383182
-75.0938,-35.5294,0.0333751
-75.0312,-36.5276,0.0308405
-75.0086,0.407533,0.0230378
-75.0085,-0.590714,0.0232394
-75.0073,1.40578,0.0229692
-75.0068,-1.58896,0.0238671
-75.0044,2.40403,0.0229413
-75.0037,-2.58721,0.0264308
-75,3.40227,0.0229413
-74.999,-3.58546,0.0421538
-74.994,4.40052,0.022969
-74.9928,-4.5837,0.0937773
-74.9865,5.39877,0.0230271
-74.985,-5.58195,0.163202
-74.9775,6.39701,0.0231467
-74.9757,-6.5802,0.166465
-74.9669,7.39526,0.0233373
-74.9655,-37.5259,0.00802034
-74.9648,-7.57844,0.169063
-74.9547,8.39351,0.0236188
-74.9523,-8.57669,0.168806
-74.941,9.39176,0.024028
-74.9383,-9.57494,0.166178
-74.9256,10.39,0.024593
-74.9226,-10.5732,0.116511
-74.9085,11.3882,0.0253558
-74.9052,-11.5714,0.0608922
-74.8898,12.3865,0.0264069
-74.8862,-12.5697,0.0341945
-74.8694,13.3847,0.027533
-74.8655,-13.5679,0.0310366
-74.8473,14.383,0.00868697
-74.843,-14.5662,0.0317172
-74.8188,-15.5644,0.0339396
-74.7928,-16.5627,0.0376074
-74.7648,-17.5609,0.0422648
-74.735,-18.5592,0.0488324
-74.7032,-19.5574,0.0581045
-74.6694,-20.5557,0.0729354
-74.6336,-21.5539,0.0988094
-74.5956,-22.5521,0.143843
-74.5554,-23.5504,0.218622
-74.5129,-24.5486,0.304944
-74.468,-25.5469,0.282418
-74.4207,-26.5451,0.181685
-74.3709,-27.5434,0.112855
-74.3184,-28.5416,0.0748517
-74.2632,-29.5399,0.0549149
-74.2051,-30.5381,0.0430647
-74.1441,-31.5364,0.0355527
-74.0799,-32.5346,0.0310779
-74.0125,-33.5329,0.0294605
-74.0104,0.407533,0.0241065
-74.0102,-0.590714,0.0262113
-74.0087,1.40578,0.0233372
-74.0082,-1.58896,0.0322708
-74.0052,2.40403,0.0230535
-74.0044,-2.58721,0.0513243
-73.9999,3.40227,0.0229707
-73.9988,-3.58546,0.105959
-73.9928,4.40052,0.0229792
-73.9913,-4.5837,0.248438
-73.9838,5.39877,0.0230507
-73.982,-5.58195,0.559202
-73.973,6.39701,0.0232043
-73.9708,-6.5802,0.786794
-73.9603,7.39526,0.0234539
-73.9578,-7.57844,0.786794
-73.9457,8.39351,0.0238389
-73.9428,-8.57669,0.786794
-73.9416,-34.5311,0.0310064
-73.9292,9.39176,0.0243994
-73.9259,-9.57494,0.781002
-73.9107,10.39,0.025185
-73.9071,-10.5732,0.427833
-73.8903,11.3882,0.0262928
-73.8863,-11.5714,0.159116
-73.8678,12.3865,0.0277677
-73.8672,-35.5294,0.0366602
-73.8635,-12.5697,0.0665015
-73.8433,13.3847,0.0294304
-73.8386,-13.5679,0.0426414
-73.8168,14.383,0.00870844
-73.8117,-14.5662,0.0380679
-73.789,-36.5276,0.0481027
-73.7826,-15.5644,0.0397713
-73.7513,-16.5627,0.0446929
-73.7178,-17.5609,0.0530148
-73.7069,-37.5259,0.0080217
-73.682,-18.5592,0.0647691
-73.6439,-19.5574,0.0876343
-73.6033,-20.5557,0.128169
-73.5603,-21.5539,0.200846
-73.5147,-22.5521,0.28897
-73.4664,-23.5504,0.264815
-73.4155,-24.5486,0.1656
-73.3616,-25.5469,0.100886
-73.3049,-26.5451,0.0656208
-73.2451,-27.5434,0.0489867
-73.1821,-28.5416,0.0386596
-73.1159,-29.5399,0.0320934
-73.0462,-30.5381,0.0288768
-73.0121,0.407533,0.0273983
-73.0119,-0.590714,0.0353941
-73.0102,1.40578,0.0244006
-73.0096,-1.58896,0.056744
-73.0061,2.40403,0.0233572
-73.0051,-2.58721,0.109369
-72.9999,3.40227,0.0230443
-72.9986,-3.58546,0.221451
-72.9916,4.40052,0.022998
-72.9899,-4.5837,0.430748
-72.9811,5.39877,0.0230758
-72.979,-5.58195,0.738759
-72.9729,-31.5364,0.0288096
-72.9685,6.39701,0.0232678
-72.9659,-6.5802,0.786794
-72.9537,7.39526,0.0235893
-72.9507,-7.57844,0.786794
-72.9366,8.39351,0.0240976
-72.9333,-8.57669,0.786794
-72.9174,9.39176,0.0248388
-72.9136,-9.57494,0.786794
-72.8959,-32.5346,0.0325636
-72.8958,10.39,0.0259006
-72.8916,-10.5732,0.562507
-72.872,11.3882,0.027416
-72.8673,-11.5714,0.214427
-72.8458,12.3865,0.0293458
-72.8407,-12.5697,0.0858992
-72.8172,13.3847,0.0317673
-72.815,-33.5329,0.0417763
-72.8117,-13.5679,0.0509708
-72.7862,14.383,0.00873838
-72.7803,-14.5662,0.0440887
-72.7463,-15.5644,0.0466801
-72.73,-34.5311,0.0608719
-72.7099,-16.5627,0.0550523
-72.6708,-17.5609,0.0694799
-72.6406,-35.5294,0.117581
-72.629,-18.5592,0.0985013
-72.5845,-19.5574,0.151951
-72.5468,-36.5276,0.313608
-72.5372,-20.5557,0.239374
-72.487,-21.5539,0.283731
-72.4483,-37.5259,0.00787156
-72.4338,-22.5521,0.19279
-72.3775,-23.5504,0.11234
-72.318,-24.5486,0.0700497
-72.2552,-25.5469,0.0501756
-72.189,-26.5451,0.0386561
-72.1193,-27.5434,0.0315621
-72.0458,-28.5416,0.028134
-72.0138,0.407533,0.0276798
-72.0136,-0.590714,0.0362182
-72.0116,1.40578,0.0244532
-72.011,-1.58896,0.0581205
-72.007,2.40403,0.023353
-72.0059,-2.58721,0.110436
-71.9999,3.40227,0.0230344
-71.9984,-3.58546,0.218301
-71.9904,4.40052,0.0229971
-71.9884,-4.5837,0.406192
-71.9784,5.39877,0.0231032
-71.976,-5.58195,0.641967
-71.9685,-29.5399,0.0281348
-71.964,6.39701,0.023343
-71.9611,-6.5802,0.612171
-71.9471,7.39526,0.0237519
-71.9437,-7.57844,0.616245
-71.9276,8.39351,0.0243956
-71.9237,-8.57669,0.610891
-71.9055,9.39176,0.0253509
-71.9012,-9.57494,0.603396
-71.8872,-30.5381,0.0322858
-71.8809,10.39,0.0267827
-71.8761,-10.5732,0.302258
-71.8537,11.3882,0.0286704
-71.8484,-11.5714,0.134085
-71.8237,12.3865,0.0312365
-71.818,-12.5697,0.0553258
-71.8017,-31.5364,0.0425553
-71.7911,13.3847,0.0346736
-71.7848,-13.5679,0.0429008
-71.7557,14.383,0.00876856
-71.7489,-14.5662,0.0457969
-71.7119,-32.5346,0.0648278
-71.7101,-15.5644,0.0545904
-71.6684,-16.5627,0.0699512
-71.6237,-17.5609,0.102051
-71.6175,-33.5329,0.140975
-71.576,-18.5592,0.161769
-71.5252,-19.5574,0.253548
-71.5183,-34.5311,0.367043
-71.4711,-20.5557,0.254109
-71.4141,-35.5294,0.203234
-71.4137,-21.5539,0.154546
-71.3529,-22.5521,0.0890054
-71.3046,-36.5276,0.0781006
-71.2886,-23.5504,0.0579749
-71.2206,-24.5486,0.0425351
-71.1896,-37.5259,0.0080205
-71.1489,-25.5469,0.0333588
-71.0732,-26.5451,0.0284701
-71.0688,-38.5241,0.005
-71.0155,0.407533,0.0241252
-71.0153,-0.590714,0.0262229
-71.0131,1.40578,0.0233249
-71.0123,-1.58896,0.0316822
-71.0079,2.40403,0.0230374
-71.0066,-2.58721,0.0468673
-70.9999,3.40227,0.0229603
-70.9982,-3.58546,0.0819552
-70.9935,-27.5434,0.027183
-70.9892,4.40052,0.0229886
-70.987,-4.5837,0.128132
-70.9758,5.39877,0.0231331
-70.973,-5.58195,0.177171
-70.9595,6.39701,0.023427
-70.9562,-6.5802,0.218125
-70.9404,7.39526,0.0239338
-70.9366,-7.57844,0.207151
-70.9185,8.39351,0.0247338
-70.9142,-8.57669,0.180754
-70.9095,-28.5416,0.0300273
-70.8937,9.39176,0.0259434
-70.8889,-9.57494,0.168167
-70.866,10.39,0.0277334
-70.8606,-10.5732,0.0826469
-70.8354,11.3882,0.0301237
-70.8294,-11.5714,0.0514479
-70.8212,-29.5399,0.03872
-70.8017,12.3865,0.0334794
-70.7952,-12.5697,0.0471093
-70.765,13.3847,0.0383123
-70.7579,-13.5679,0.0478026
-70.7282,-30.5381,0.0579703
-70.7251,14.383,0.008798
-70.7175,-14.5662,0.0540408
-70.6739,-15.5644,0.0670725
-70.6305,-31.5364,0.119354
-70.627,-16.5627,0.0977977
-70.5767,-17.5609,0.158044
-70.5279,-32.5346,0.335809
-70.523,-18.5592,0.250159
-70.4658,-19.5574,0.239193
-70.42,-33.5329,0.207661
-70.405,-20.5557,0.139528
-70.3404,-21.5539,0.079538
-70.3066,-34.5311,0.0763063
-70.272,-22.5521,0.0528249
-70.1997,-23.5504,0.0388621
-70.1875,-35.5294,0.0434513
-70.1232,-24.5486,0.0308078
-70.0624,-36.5276,0.0318629
-70.0425,-25.5469,0.0270965
-70.0173,0.407533,0.023069
-70.017,-0.590714,0.0232088
-70.0145,1.40578,0.0229963
-70.0137,-1.58896,0.0235739
-70.0087,2.40403,0.0229511
-70.0073,-2.58721,0.0246936
-69.9999,3.40227,0.0229408
-69.998,-3.58546,0.0283037
-69.988,4.40052,0.0229915
-69.9855,-4.5837,0.0379009
-69.9731,5.39877,0.0231696
-69.97,-5.58195,0.0501863
-69.9573,-26.5451,0.0273986
-69.955,6.39701,0.0235195
-69.9513,-6.5802,0.0572681
-69.9338,7.39526,0.0241359
-69.931,-37.5259,0.00801995
-69.9296,-7.57844,0.0559442
-69.9095,8.39351,0.0251139
-69.9047,-8.57669,0.061934
-69.8819,9.39176,0.0266477
-69.8765,-9.57494,0.101188
-69.8676,-27.5434,0.0326212
-69.8512,10.39,0.028789
-69.8451,-10.5732,0.138837
-69.8171,11.3882,0.0318058
-69.8105,-11.5714,0.127436
-69.7929,-38.5241,0.005
-69.7797,12.3865,0.0362713
-69.7732,-28.5416,0.0457111
-69.7724,-12.5697,0.0918423
-69.7389,13.3847,0.0423769
-69.731,-13.5679,0.0712567
-69.6946,14.383,0.00882605
-69.6861,-14.5662,0.0701846
-69.6738,-29.5399,0.0803461
-69.6376,-15.5644,0.0909126
-69.5855,-16.5627,0.144472
-69.5693,-30.5381,0.218895
-69.5297,-17.5609,0.235274
-69.47,-18.5592,0.240282
-69.4594,-31.5364,0.300267
-69.4065,-19.5574,0.139188
-69.3438,-32.5346,0.0974797
-69.3389,-20.5557,0.0776217
-69.2672,-21.5539,0.0509071
-69.2225,-33.5329,0.048201
-69.1912,-22.5521,0.03729
-69.1107,-23.5504,0.0296144
-69.0949,-34.5311,0.0329264
-69.0258,-24.5486,0.0264625
-69.019,0.407533,0.02303
-69.0187,-0.590714,0.0230448
-69.016,1.40578,0.022992
-69.0151,-1.58896,0.0230469
-69.0096,2.40403,0.0229518
-69.0081,-2.58721,0.0230669
-68.9999,3.40227,0.0229401
-68.9978,-3.58546,0.0231642
-68.9868,4.40052,0.0229989
-68.9841,-4.5837,0.0234575
-68.9704,5.39877,0.0232066
-68.967,-5.58195,0.0242509
-68.961,-35.5294,0.0308669
-68.9505,6.39701,0.0236221
-68.9465,-6.5802,0.0263948
-68.9361,-25.5469,0.0277703
-68.9272,7.39526,0.0243592
-68.9225,-7.57844,0.0318386
-68.9004,8.39351,0.0255349
-68.8951,-8.57669,0.0438887
-68.8701,9.39176,0.0274017
-68.8642,-9.57494,0.0608551
-68.8415,-26.5451,0.0347693
-68.8363,10.39,0.0299837
-68.8297,-10.5732,0.0700631
-68.8202,-36.5276,0.0428015
-68.7988,11.3882,0.0337533
-68.7915,-11.5714,0.063776
-68.7576,12.3865,0.0394483
-68.7497,-12.5697,0.0582702
-68.7418,-27.5434,0.0522711
-68.7128,13.3847,0.047348
-68.7041,-13.5679,0.0618222
-68.6724,-37.5259,0.00802177
-68.6641,14.383,0.00885403
-68.6547,-14.5662,0.07878
-68.6369,-28.5416,0.107316
-68.6014,-15.5644,0.121891
-68.5441,-16.5627,0.208829
-68.5264,-29.5399,0.320135
-68.517,-38.5241,0.005
-68.4826,-17.5609,0.250345
-68.417,-18.5592,0.151676
-68.4103,-30.5381,0.175601
-68.3471,-19.5574,0.0815615
-68.2882,-31.5364,0.063892
-68.2728,-20.5557,0.0518893
-68.1939,-21.5539,0.0372885
-68.1598,-32.5346,0.0379418
-68.1103,-22.5521,0.0292949
-68.025,-33.5329,0.0296219
-68.0218,-23.5504,0.0261261
-68.0207,0.407533,0.0230467
-68.0204,-0.590714,0.0230586
-68.0174,1.40578,0.0230045
-68.0164,-1.58896,0.0230442
-68.0105,2.40403,0.0229557
-68.0088,-2.58721,0.0230285
-67.9999,3.40227,0.0229401
-67.9975,-3.58546,0.0230552
-67.9856,4.40052,0.0230073
-67.9826,-4.5837,0.0232025
-67.9677,5.39877,0.0232467
-67.964,-5.58195,0.0236105
-67.946,6.39701,0.0237374
-67.9416,-6.5802,0.024519
-67.9283,-24.5486,0.0277855
-67.9206,7.39526,0.024604
-67.9155,-7.57844,0.0262593
-67.8914,8.39351,0.0260182
-67.8856,-8.57669,0.0289492
-67.8833,-34.5311,0.0345383
-67.8583,9.39176,0.0282061
-67.8518,-9.57494,0.0326298
-67.8297,-25.5469,0.0357351
-67.8214,10.39,0.0313288
-67.8142,-10.5732,0.0365579
-67.7805,11.3882,0.0360997
-67.7726,-11.5714,0.0409016
-67.7356,12.3865,0.0430149
-67.7344,-35.5294,0.0605052
-67.7269,-12.5697,0.0490414
-67.7256,-26.5451,0.0558263
-67.6866,13.3847,0.0536383
-67.6772,-13.5679,0.0639057
-67.6335,14.383,0.00888378
-67.6233,-14.5662,0.0981967
-67.616,-27.5434,0.127483
-67.578,-36.5276,0.224289
-67.5651,-15.5644,0.169506
-67.5026,-16.5627,0.2524
-67.5006,-28.5416,0.339215
-67.4356,-17.5609,0.177359
-67.4138,-37.5259,0.00787241
-67.3791,-29.5399,0.12596
-67.364,-18.5592,0.0925152
-67.2878,-19.5574,0.0554599
-67.2513,-30.5381,0.0526795
-67.2412,-38.5241,0.005
-67.2067,-20.5557,0.03874
-67.1206,-21.5539,0.0297127
-67.117,-31.5364,0.0330536
-67.0294,-22.5521,0.0259797
-67.0225,0.407533,0.0230681
-67.0221,-0.590714,0.0230796
-67.0189,1.40578,0.0230224
-67.0178,-1.58896,0.0230583
-67.0114,2.40403,0.0229608
-67.0096,-2.58721,0.0230321
-66.9999,3.40227,0.0229403
-66.9973,-3.58546,0.0230532
-66.9844,4.40052,0.0230169
-66.9812,-4.5837,0.0231919
-66.9758,-32.5346,0.0291743
-66.965,5.39877,0.0232929
-66.961,-5.58195,0.0235573
-66.9415,6.39701,0.0238614
-66.9368,-6.5802,0.0242741
-66.9329,-23.5504,0.0273126
-66.914,7.39526,0.0248697
-66.9085,-7.57844,0.0254992
-66.8823,8.39351,0.0265633
-66.8761,-8.57669,0.0275523
-66.8465,9.39176,0.029088
-66.8395,-9.57494,0.0305473
-66.8309,-24.5486,0.0351695
-66.8275,-33.5329,0.0400661
-66.8065,10.39,0.0328376
-66.7987,-10.5732,0.0352177
-66.7622,11.3882,0.0387392
-66.7536,-11.5714,0.0424966
-66.7233,-25.5469,0.0558224
-66.7136,12.3865,0.0472685
-66.7042,-12.5697,0.0545715
-66.6716,-34.5311,0.0891868
-66.6605,13.3847,0.0606275
-66.6503,-13.5679,0.0775984
-66.6098,-26.5451,0.133271
-66.603,14.383,0.00890584
-66.5919,-14.5662,0.129967
-66.5289,-15.5644,0.225363
-66.5079,-35.5294,0.387861
-66.4902,-27.5434,0.328617
-66.4612,-16.5627,0.216419
-66.3886,-17.5609,0.113511
-66.3642,-28.5416,0.108322
-66.3358,-36.5276,0.098697
-66.3111,-18.5592,0.062208
-66.2317,-29.5399,0.0473261
-66.2284,-19.5574,0.0417991
-66.1551,-37.5259,0.00801965
-66.1406,-20.5557,0.0309946
-66.0923,-30.5381,0.0309165
-66.0473,-21.5539,0.0261272
-66.0242,0.407533,0.0233955
-66.0238,-0.590714,0.0234607
-66.0203,1.40578,0.023192
-66.0192,-1.58896,0.0233137
-66.0122,2.40403,0.0230171
-66.0103,-2.58721,0.023146
-65.9999,3.40227,0.0229523
-65.9971,-3.58546,0.023092
-65.9832,4.40052,0.0230285
-65.9797,-4.5837,0.0232187
-65.9653,-38.5241,0.005
-65.9623,5.39877,0.0233395
-65.958,-5.58195,0.0236304
-65.9485,-22.5521,0.0265027
-65.9458,-31.5364,0.0295351
-65.937,6.39701,0.0239944
-65.9319,-6.5802,0.0244895
-65.9073,7.39526,0.0251585
-65.9014,-7.57844,0.0260889
-65.8733,8.39351,0.027145
-65.8665,-8.57669,0.0288475
-65.844,-23.5504,0.0333477
-65.8347,9.39176,0.0300636
-65.8271,-9.57494,0.0329312
-65.7918,-32.5346,0.0447957
-65.7916,10.39,0.0345765
-65.7832,-10.5732,0.0389215
-65.7439,11.3882,0.0415815
-65.7347,-11.5714,0.0475383
-65.7335,-24.5486,0.052523
-65.6916,12.3865,0.052572
-65.6814,-12.5697,0.0625188
-65.6344,13.3847,0.0699222
-65.6299,-33.5329,0.124578
-65.6234,-13.5679,0.0972817
-65.6169,-25.5469,0.122093
-65.5724,14.383,0.00892226
-65.5605,-14.5662,0.173628
-65.4939,-26.5451,0.324148
-65.4927,-15.5644,0.244624
-65.4599,-34.5311,0.320087
-65.4197,-16.5627,0.150413
-65.3644,-27.5434,0.106712
-65.3416,-17.5609,0.0763469
-65.2813,-35.5294,0.0655027
-65.2581,-18.5592,0.0471912
-65.2279,-28.5416,0.0459299
-65.1691,-19.5574,0.0334361
-65.0936,-36.5276,0.0336173
-65.0844,-29.5399,0.0300715
-65.0745,-20.5557,0.0268538
-65.0259,0.407533,0.0352474
-65.0255,-0.590714,0.0392947
-65.0218,1.40578,0.0277871
-65.0205,-1.58896,0.0337049
-65.0131,2.40403,0.0240639
-65.011,-2.58721,0.0276093
-64.9999,3.40227,0.0231556
-64.9969,-3.58546,0.0246999
-64.982,4.40052,0.0230713
-64.9783,-4.5837,0.023845
-64.974,-21.5539,0.0256747
-64.9596,5.39877,0.0233934
-64.955,-5.58195,0.0241804
-64.9334,-30.5381,0.0296187
-64.9325,6.39701,0.0241372
-64.927,-6.5802,0.0266083
-64.9007,7.39526,0.0254697
-64.8965,-37.5259,0.00801948
-64.8944,-7.57844,0.0460442
-64.8676,-22.5521,0.030893
-64.8642,8.39351,0.0277435
-64.857,-8.57669,0.122944
-64.8229,9.39176,0.0311339
-64.8148,-9.57494,0.176972
-64.7767,10.39,0.0365906
-64.7746,-31.5364,0.0473523
-64.7677,-10.5732,0.235735
-64.755,-23.5504,0.0466556
-64.7256,11.3882,0.0448319
-64.7157,-11.5714,0.195379
-64.6894,-38.5241,0.005
-64.6695,12.3865,0.0582721
-64.6587,-12.5697,0.151296
-64.6361,-24.5486,0.101351
-64.6083,13.3847,0.0819475
-64.6078,-32.5346,0.152034
-64.5965,-13.5679,0.156068
-64.5419,14.383,0.0089334
-64.5291,-14.5662,0.235987
-64.5105,-25.5469,0.314487
-64.4564,-15.5644,0.207563
-64.4324,-33.5329,0.236405
-64.3783,-16.5627,0.102636
-64.3781,-26.5451,0.118426
-64.2945,-17.5609,0.0563919
-64.2482,-34.5311,0.0550033
-64.2385,-27.5434,0.0475185
-64.2051,-18.5592,0.037846
-64.1097,-19.5574,0.0284799
-64.0916,-28.5416,0.0300919
-64.0547,-35.5294,0.0313599
-64.0276,0.407533,0.0868845
-64.0272,-0.590714,0.127761
-64.0232,1.40578,0.0458679
-64.0219,-1.58896,0.101358
-64.014,2.40403,0.0279682
-64.0118,-2.58721,0.0653196
-64.0083,-20.5557,0.0252641
-63.9999,3.40227,0.0237987
-63.9967,-3.58546,0.0509824
-63.9808,4.40052,0.0231636
-63.9768,-4.5837,0.0390616
-63.9569,5.39877,0.0234542
-63.952,-5.58195,0.0306099
-63.937,-29.5399,0.029088
-63.928,6.39701,0.0242901
-63.9222,-6.5802,0.0350203
-63.9007,-21.5539,0.0283526
-63.8941,7.39526,0.0258114
-63.8873,-7.57844,0.104765
-63.8552,8.39351,0.0283861
-63.8515,-36.5276,0.0387725
-63.8475,-8.57669,0.357263
-63.8111,9.39176,0.0323068
-63.8024,-9.57494,1.16624
-63.7867,-22.5521,0.0404806
-63.7744,-30.5381,0.0467221
-63.7618,10.39,0.038764
-63.7522,-10.5732,1.53719
-63.7073,11.3882,0.0486959
-63.6968,-11.5714,1.87709
-63.6661,-23.5504,0.0777918
-63.6475,12.3865,0.0649549
-63.6379,-37.5259,0.00797203
-63.6359,-12.5697,1.03856
-63.6034,-31.5364,0.155635
-63.5822,13.3847,0.095689
-63.5696,-13.5679,0.426443
-63.5387,-24.5486,0.26011
